InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538586,21093,LUNCH BAG RED RETROSPOT,4,2011-03-10 00:00:00,2.76,15077,United Kingdom
538587,21032,PARTY BUNTING,1,2010-12-10 00:00:00,9.18,16860,Italy
538587,21011,PARTY BUNTING,3,2010-12-30 00:00:00,9.18,14393,United Kingdom
538588,21088,HEART SHAPED DOUGHNUT,4,2010-12-14 00:00:00,14.56,14395,Spain
538589,21058,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-02 00:00:00,4.91,14911,United Kingdom
538589,21014,PINK VINTAGE PAISLEY PICNIC BAG,3,2010-12-28 00:00:00,3.14,16339,United Kingdom
538589,21043,PARTY BUNTING,6,2010-12-19 00:00:00,9.18,15119,Portugal
538589,21039,LOVE BUILDING BLOCK WORD,2,2010-12-19 00:00:00,10.77,15445,Portugal
538590,21089,LOVE BUILDING BLOCK WORD,6,2010-12-04 00:00:00,10.77,15075,United Kingdom
538591,21060,CHILLI LIGHTS,2,2010-12-13 00:00:00,0.8,15419,United Kingdom
538591,21060,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-02-04 00:00:00,3.14,17450,United Kingdom
538592,21007,ASSORTED COLOUR BIRD ORNAMENT,3,2011-01-03 00:00:00,2.76,13209,Italy
538593,21069,REGENCY CAKESTAND 3 TIER,5,2010-12-02 00:00:00,14.29,17322,Portugal
538594,21084,LUNCH BAG RED RETROSPOT,6,2010-12-13 00:00:00,2.76,13791,Switzerland
538595,21033,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-08 00:00:00,4.91,14506,United Kingdom
538595,21069,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-14 00:00:00,5.93,12870,United Kingdom
538596,21026,LOVE BUILDING BLOCK WORD,8,2011-02-08 00:00:00,10.77,17322,Netherlands
538597,21041,LOVE BUILDING BLOCK WORD,1,2010-12-21 00:00:00,10.77,13875,United Kingdom
538597,21058,CHOCOLATE HOT WATER BOTTLE,2,2011-03-15 00:00:00,6.76,12380,United Kingdom
538598,21009,BLUE KALMIA CERAMIC MUG,5,2010-12-23 00:00:00,3.58,14709,Spain
538598,21033,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-05 00:00:00,5.93,16289,United Kingdom
C538598,21090,CHILLI LIGHTS,1,2010-12-08 00:00:00,0.8,18103,United Kingdom
538599,21077,JUMBO BAG RED RETROSPOT,4,2010-12-05 00:00:00,11.11,12444,United Kingdom
538600,21096,LOVE BUILDING BLOCK WORD,2,2011-01-06 00:00:00,10.77,13646,Germany
538601,21089,HEART SHAPED DOUGHNUT,2,2010-12-22 00:00:00,14.56,17942,France
538601,21053,LOVE BUILDING BLOCK WORD,3,2010-12-04 00:00:00,10.77,14152,United Kingdom
538602,21058,ASSORTED COLOUR BIRD ORNAMENT,5,2010-12-19 00:00:00,2.76,17221,Germany
538602,21039,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-24 00:00:00,3.14,18076,United Kingdom
538603,21023,REGENCY CAKESTAND 3 TIER,1,2011-01-04 00:00:00,14.29,14199,United Kingdom
538603,21034,HEART OF WICKER SMALL,4,2010-12-18 00:00:00,13.06,15405,United Kingdom
538603,21010,LOVE BUILDING BLOCK WORD,3,2010-12-06 00:00:00,10.77,13485,Portugal
538603,21048,RETROSPOT TEA SET CERAMIC 11 PC,2,2011-02-15 00:00:00,4.72,15081,United Kingdom
538604,21031,PARTY BUNTING,4,2011-03-21 00:00:00,9.18,15597,United Kingdom
538605,21044,PARTY BUNTING,2,2011-02-04 00:00:00,9.18,16944,United Kingdom
C538605,21076,PARTY BUNTING,1,2010-12-06 00:00:00,9.18,16413,Sweden
538606,21052,BLUE KALMIA CERAMIC MUG,1,2010-12-03 00:00:00,3.58,17962,Switzerland
538607,21038,FAIRY CAKE FLANNEL ASSORTED COLOUR,4,2010-12-21 00:00:00,4.91,16894,France
538608,21048,HOME BUILDING BLOCK WORD,6,2011-02-14 00:00:00,9.22,17462,United Kingdom
538609,21069,BLUE KALMIA CERAMIC MUG,1,2010-12-12 00:00:00,3.58,13009,United Kingdom
538609,21044,CHOCOLATE HOT WATER BOTTLE,1,2010-12-02 00:00:00,6.76,17938,Italy
538610,21032,LUNCH BAG RED RETROSPOT,2,2011-01-09 00:00:00,2.76,13222,United Kingdom
538611,21082,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-25 00:00:00,5.93,17338,United Kingdom
538612,21011,LOVE BUILDING BLOCK WORD,5,2010-12-03 00:00:00,10.77,13200,United Kingdom
538613,21027,HANGING METAL LANTERN,2,2011-01-15 00:00:00,12.57,16710,United Kingdom
538614,21095,CHOCOLATE HOT WATER BOTTLE,5,2010-12-25 00:00:00,6.76,15856,United Kingdom
538615,21004,HEART SHAPED DOUGHNUT,2,2011-01-08 00:00:00,14.56,16461,Germany
538615,21073,HEART OF WICKER SMALL,9,2010-12-01 00:00:00,13.06,12362,United Kingdom
538616,21055,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-01-16 00:00:00,3.14,15419,Belgium
538616,21093,LOVE BUILDING BLOCK WORD,1,2010-12-25 00:00:00,10.77,17402,Italy
538616,21032,BLUE KALMIA CERAMIC MUG,3,2010-12-09 00:00:00,3.58,17215,Spain
538617,21083,JUMBO BAG RED RETROSPOT,2,2011-04-07 00:00:00,11.11,14033,Italy
538618,21025,PINK VINTAGE PAISLEY PICNIC BAG,12,2011-01-06 00:00:00,3.14,13694,United Kingdom
538618,21050,CHILLI LIGHTS,2,2010-12-30 00:00:00,0.8,14039,Italy
538619,21024,JUMBO BAG RED RETROSPOT,8,2011-01-09 00:00:00,11.11,17964,United Kingdom
538620,21092,SET OF 3 MONOCHROME HEART MUGS,1,2011-02-08 00:00:00,3.16,14061,Portugal
538621,21069,PINK VINTAGE PAISLEY PICNIC BAG,9,2010-12-21 00:00:00,3.14,14332,United Kingdom
538622,21004,LUNCH BAG RED RETROSPOT,8,2010-12-16 00:00:00,2.76,16089,United Kingdom
538623,21031,JUMBO BAG PINK POLKADOT,2,2010-12-26 00:00:00,8.11,16894,United Kingdom
538624,21031,HEART SHAPED DOUGHNUT,6,2010-12-10 00:00:00,14.56,15079,United Kingdom
538625,21041,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-01 00:00:00,5.93,15257,United Kingdom
538626,21087,LOVE BUILDING BLOCK WORD,4,2011-01-01 00:00:00,10.77,15702,Netherlands
538626,21037,CHOCOLATE HOT WATER BOTTLE,10,2010-12-01 00:00:00,6.76,17090,United Kingdom
538627,21058,BLUE KALMIA CERAMIC MUG,4,2010-12-08 00:00:00,3.58,15077,Germany
538628,21005,REGENCY CAKESTAND 3 TIER,1,2011-03-05 00:00:00,14.29,17594,Italy
538629,21069,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-02 00:00:00,4.91,17257,United Kingdom
538629,21031,STRAWBERRY CERAMIC TRINKET POT,3,2011-02-03 00:00:00,1.34,14958,Netherlands
538630,21063,JUMBO BAG PINK POLKADOT,1,2011-01-08 00:00:00,8.11,16230,United Kingdom
538631,21097,HOME BUILDING BLOCK WORD,2,2010-12-26 00:00:00,9.22,13494,United Kingdom
538631,21041,HOME BUILDING BLOCK WORD,2,2011-04-30 00:00:00,9.22,14152,United Kingdom
538632,21085,HOME BUILDING BLOCK WORD,5,2011-01-08 00:00:00,9.22,18223,Switzerland
538633,21092,ASSORTED COLOUR BIRD ORNAMENT,2,2011-01-03 00:00:00,2.76,17081,United Kingdom
538634,21009,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-04 00:00:00,2.76,16436,United Kingdom
538635,21062,HANGING METAL LANTERN,5,2010-12-31 00:00:00,12.57,15277,France
538636,21087,JUMBO BAG PINK POLKADOT,5,2011-01-13 00:00:00,8.11,18140,United Kingdom
538636,21007,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-30 00:00:00,5.93,16115,United Kingdom
538636,21013,JUMBO BAG PINK POLKADOT,5,2011-01-03 00:00:00,8.11,14546,Portugal
538636,21070,JUMBO BAG PINK POLKADOT,1,2010-12-16 00:00:00,8.11,16189,Italy
538637,21057,LUNCH BAG RED RETROSPOT,3,2010-12-06 00:00:00,2.76,13791,United Kingdom
538638,21022,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-15 00:00:00,1.34,15521,United Kingdom
538639,21098,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-30 00:00:00,3.14,16089,United Kingdom
538639,21022,SET OF 3 MONOCHROME HEART MUGS,10,2010-12-14 00:00:00,3.16,13914,Belgium
538639,21041,ASSORTED COLOUR BIRD ORNAMENT,4,2010-12-09 00:00:00,2.76,14327,Italy
538640,21021,PARTY BUNTING,1,2010-12-01 00:00:00,9.18,13589,United Kingdom
538641,21047,RETROSPOT TEA SET CERAMIC 11 PC,4,2011-01-12 00:00:00,4.72,15464,Germany
538642,21056,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-09 00:00:00,4.91,15345,United Kingdom
538643,21011,HOME BUILDING BLOCK WORD,8,2011-01-05 00:00:00,9.22,16894,United Kingdom
538644,21027,CHILLI LIGHTS,1,2011-02-21 00:00:00,0.8,16413,United Kingdom
538644,21001,JUMBO BAG PINK POLKADOT,2,2010-12-25 00:00:00,8.11,17338,United Kingdom
538645,21056,HEART OF WICKER SMALL,2,2010-12-02 00:00:00,13.06,17205,United Kingdom
538646,21075,HANGING METAL LANTERN,2,2011-01-15 00:00:00,12.57,16186,Spain
538646,21047,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-01-24 00:00:00,4.91,13841,United Kingdom
538647,21014,LUNCH BAG RED RETROSPOT,4,2011-02-22 00:00:00,2.76,14332,France
538648,21054,HANGING METAL LANTERN,1,2010-12-25 00:00:00,12.57,14714,France
538649,21043,LUNCH BAG RED RETROSPOT,2,2011-01-18 00:00:00,2.76,15464,Germany
538650,21031,REGENCY CAKESTAND 3 TIER,4,2011-01-28 00:00:00,14.29,13500,United Kingdom
538651,21023,BLUE KALMIA CERAMIC MUG,1,2011-04-07 00:00:00,3.58,14624,Netherlands
538652,21050,LUNCH BAG RED RETROSPOT,2,2011-02-02 00:00:00,2.76,15405,United Kingdom
538653,21018,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-05-17 00:00:00,4.72,15081,United Kingdom
538654,21010,STRAWBERRY CERAMIC TRINKET POT,10,2010-12-13 00:00:00,1.34,17100,France
538655,21042,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-05 00:00:00,2.76,15120,Netherlands
538656,21002,PINK VINTAGE PAISLEY PICNIC BAG,2,2010-12-06 00:00:00,3.14,14870,United Kingdom
538657,21082,CHOCOLATE HOT WATER BOTTLE,3,2011-01-11 00:00:00,6.76,13841,Spain
C538658,21006,CHOCOLATE HOT WATER BOTTLE,9,2011-02-06 00:00:00,6.76,12969,United Kingdom
538659,21086,LOVE BUILDING BLOCK WORD,1,2010-12-13 00:00:00,10.77,16841,Netherlands
538660,21069,HOME BUILDING BLOCK WORD,2,2011-01-12 00:00:00,9.22,17493,United Kingdom
538660,21070,LOVE BUILDING BLOCK WORD,2,2010-12-13 00:00:00,10.77,15791,United Kingdom
538661,21036,JUMBO BAG RED RETROSPOT,13,2010-12-26 00:00:00,11.11,18210,Portugal
538662,21066,HEART SHAPED DOUGHNUT,2,2010-12-06 00:00:00,14.56,14902,United Kingdom
538663,21018,CHILLI LIGHTS,15,2011-02-11 00:00:00,0.8,14601,United Kingdom
538664,21063,RETROSPOT TEA SET CERAMIC 11 PC,3,2010-12-19 00:00:00,4.72,17090,Italy
538665,21066,REGENCY CAKESTAND 3 TIER,2,2010-12-07 00:00:00,14.29,14646,United Kingdom
538666,21020,PARTY BUNTING,1,2010-12-09 00:00:00,9.18,15715,United Kingdom
538667,21024,HOME BUILDING BLOCK WORD,2,2010-12-18 00:00:00,9.22,17568,United Kingdom
538668,21025,CHILLI LIGHTS,2,2010-12-03 00:00:00,0.8,16018,Germany
538669,21063,CHILLI LIGHTS,2,2010-12-06 00:00:00,0.8,18261,United Kingdom
538669,21048,HOME BUILDING BLOCK WORD,1,2011-01-11 00:00:00,9.22,13914,United Kingdom
538669,21065,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-08 00:00:00,3.16,15405,Spain
538670,21097,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-15 00:00:00,1.34,15296,Spain
538670,21059,STRAWBERRY CERAMIC TRINKET POT,4,2010-12-13 00:00:00,1.34,16436,United Kingdom
538671,21035,LUNCH BAG RED RETROSPOT,1,2010-12-27 00:00:00,2.76,12548,Germany
538672,21018,CHOCOLATE HOT WATER BOTTLE,3,2010-12-31 00:00:00,6.76,16115,United Kingdom
538672,21029,HOME BUILDING BLOCK WORD,7,2010-12-05 00:00:00,9.22,18147,Portugal
538672,21086,HANGING METAL LANTERN,7,2010-12-04 00:00:00,12.57,16269,United Kingdom
538673,21086,PARTY BUNTING,1,2011-01-20 00:00:00,9.18,17215,United Kingdom
538673,21028,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-18 00:00:00,2.76,15989,Germany
538674,21004,REGENCY CAKESTAND 3 TIER,2,2010-12-01 00:00:00,14.29,15565,United Kingdom
538675,21034,BLUE KALMIA CERAMIC MUG,1,2011-01-21 00:00:00,3.58,13321,Italy
538676,21007,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-12 00:00:00,5.93,15689,United Kingdom
538677,21061,CHOCOLATE HOT WATER BOTTLE,1,2011-01-02 00:00:00,6.76,12737,France
538677,21062,HEART SHAPED DOUGHNUT,1,2010-12-01 00:00:00,14.56,13846,United Kingdom
538678,21041,SET OF 3 MONOCHROME HEART MUGS,2,2011-02-27 00:00:00,3.16,14646,Spain
C538679,21064,REGENCY CAKESTAND 3 TIER,2,2010-12-20 00:00:00,14.29,13715,United Kingdom
538680,21022,HEART SHAPED DOUGHNUT,1,2011-01-16 00:00:00,14.56,17239,United Kingdom
538681,21014,PARTY BUNTING,1,2010-12-25 00:00:00,9.18,14904,United Kingdom
538682,21052,HEART SHAPED DOUGHNUT,2,2010-12-17 00:00:00,14.56,14277,Germany
538683,21060,PARTY BUNTING,1,2010-12-05 00:00:00,9.18,16269,United Kingdom
538684,21020,CHOCOLATE HOT WATER BOTTLE,4,2010-12-01 00:00:00,6.76,12535,France
538685,21045,JUMBO BAG PINK POLKADOT,4,2011-03-17 00:00:00,8.11,17971,Germany
538686,21054,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-03 00:00:00,5.93,17857,United Kingdom
538686,21065,STRAWBERRY CERAMIC TRINKET POT,2,2011-02-24 00:00:00,1.34,14024,United Kingdom
538687,21094,RETROSPOT TEA SET CERAMIC 11 PC,6,2010-12-10 00:00:00,4.72,13637,France
538688,21032,LUNCH BAG RED RETROSPOT,6,2010-12-17 00:00:00,2.76,18224,United Kingdom
538688,21091,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-01 00:00:00,3.14,17144,Portugal
538688,21060,JUMBO BAG RED RETROSPOT,11,2010-12-22 00:00:00,11.11,16092,United Kingdom
538689,21011,JUMBO BAG RED RETROSPOT,1,2011-01-08 00:00:00,11.11,16811,United Kingdom
538690,21085,LOVE BUILDING BLOCK WORD,3,2010-12-05 00:00:00,10.77,17578,Portugal
538691,21045,LOVE BUILDING BLOCK WORD,1,2010-12-15 00:00:00,10.77,17067,France
C538692,21074,STRAWBERRY CERAMIC TRINKET POT,1,2011-01-28 00:00:00,1.34,14831,Netherlands
538693,21037,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-02 00:00:00,5.93,18223,United Kingdom
538694,21032,CHILLI LIGHTS,2,2010-12-25 00:00:00,0.8,18076,United Kingdom
538695,21088,JUMBO BAG RED RETROSPOT,3,2011-01-27 00:00:00,11.11,13841,United Kingdom
538695,21089,HEART SHAPED DOUGHNUT,1,2011-01-11 00:00:00,14.56,17583,Italy
538695,21040,ASSORTED COLOUR BIRD ORNAMENT,1,2011-02-14 00:00:00,2.76,14640,United Kingdom
538696,21076,CHOCOLATE HOT WATER BOTTLE,2,2010-12-12 00:00:00,6.76,15406,Portugal
538697,21017,ASSORTED COLOUR BIRD ORNAMENT,6,2010-12-16 00:00:00,2.76,18031,United Kingdom
538698,21025,REGENCY CAKESTAND 3 TIER,4,2011-01-21 00:00:00,14.29,16375,United Kingdom
538699,21090,PARTY BUNTING,2,2011-01-05 00:00:00,9.18,13391,United Kingdom
538700,21060,LUNCH BAG RED RETROSPOT,1,2010-12-15 00:00:00,2.76,15470,United Kingdom
538701,21055,JUMBO BAG RED RETROSPOT,7,2010-12-12 00:00:00,11.11,15305,United Kingdom
538702,21030,LUNCH BAG RED RETROSPOT,5,2011-01-19 00:00:00,2.76,17319,United Kingdom
538702,21071,HEART OF WICKER SMALL,2,2011-05-08 00:00:00,13.06,17322,Spain
538703,21042,JUMBO BAG RED RETROSPOT,7,2010-12-13 00:00:00,11.11,15195,United Kingdom
538704,21029,HANGING METAL LANTERN,1,2011-01-12 00:00:00,12.57,17125,United Kingdom
538704,21022,REGENCY CAKESTAND 3 TIER,5,2010-12-12 00:00:00,14.29,13994,Portugal
538705,21010,CHOCOLATE HOT WATER BOTTLE,2,2011-01-03 00:00:00,6.76,16537,United Kingdom
538705,21098,LOVE BUILDING BLOCK WORD,5,2010-12-18 00:00:00,10.77,13830,Germany
538706,21098,PARTY BUNTING,11,2011-01-18 00:00:00,9.18,18223,France
538707,21033,LUNCH BAG RED RETROSPOT,2,2010-12-09 00:00:00,2.76,14546,United Kingdom
538708,21044,HOME BUILDING BLOCK WORD,2,2010-12-23 00:00:00,9.22,17595,United Kingdom
538709,21090,HANGING METAL LANTERN,12,2010-12-03 00:00:00,12.57,17205,Portugal
538709,21073,BLUE KALMIA CERAMIC MUG,3,2011-03-04 00:00:00,3.58,13841,United Kingdom
538709,21004,CHILLI LIGHTS,1,2010-12-06 00:00:00,0.8,16092,Germany
538710,21076,CHOCOLATE HOT WATER BOTTLE,7,2011-01-10 00:00:00,6.76,14831,Netherlands
538711,21009,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-09 00:00:00,1.34,15185,United Kingdom
538711,21077,JUMBO BAG PINK POLKADOT,7,2010-12-15 00:00:00,8.11,16710,United Kingdom
C538711,21069,BLUE KALMIA CERAMIC MUG,2,2011-01-26 00:00:00,3.58,17082,Germany
538711,21035,LUNCH BAG RED RETROSPOT,5,2010-12-21 00:00:00,2.76,16018,Germany
538712,21093,LUNCH BAG RED RETROSPOT,6,2011-03-09 00:00:00,2.76,14140,United Kingdom
538713,21088,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-03 00:00:00,4.72,15565,United Kingdom
538713,21001,JUMBO BAG PINK POLKADOT,1,2011-01-24 00:00:00,8.11,16461,United Kingdom
538714,21013,SET OF 3 MONOCHROME HEART MUGS,2,2010-12-02 00:00:00,3.16,15170,United Kingdom
538715,21071,JUMBO BAG PINK POLKADOT,6,2011-01-02 00:00:00,8.11,17604,United Kingdom
538716,21019,SET OF 3 MONOCHROME HEART MUGS,6,2011-01-07 00:00:00,3.16,18193,United Kingdom
538717,21076,SET OF 3 MONOCHROME HEART MUGS,3,2010-12-26 00:00:00,3.16,18021,Spain
538718,21052,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-01-27 00:00:00,3.14,14053,France
538719,21052,HANGING METAL LANTERN,2,2010-12-02 00:00:00,12.57,17788,United Kingdom
538719,21081,REGENCY CAKESTAND 3 TIER,8,2010-12-27 00:00:00,14.29,13943,United Kingdom
538720,21079,LUNCH BAG RED RETROSPOT,1,2011-02-03 00:00:00,2.76,16360,United Kingdom
538721,21093,JUMBO BAG PINK POLKADOT,10,2011-03-07 00:00:00,8.11,14189,United Kingdom
538722,21072,LUNCH BAG RED RETROSPOT,2,2011-01-07 00:00:00,2.76,13914,United Kingdom
538723,21013,PARTY BUNTING,3,2010-12-20 00:00:00,9.18,15991,Italy
538724,21058,JUMBO BAG PINK POLKADOT,3,2010-12-14 00:00:00,8.11,13405,United Kingdom
538724,21010,RETROSPOT TEA SET CERAMIC 11 PC,1,2010-12-02 00:00:00,4.72,13715,United Kingdom
538724,21005,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-22 00:00:00,5.93,17946,United Kingdom
538725,21033,LOVE BUILDING BLOCK WORD,3,2010-12-01 00:00:00,10.77,18201,United Kingdom
538725,21057,STRAWBERRY CERAMIC TRINKET POT,5,2011-03-11 00:00:00,1.34,14551,Belgium
538726,21049,HANGING METAL LANTERN,2,2011-01-22 00:00:00,12.57,17125,United Kingdom
538726,21049,HEART OF WICKER SMALL,3,2011-03-27 00:00:00,13.06,17850,United Kingdom
538727,21030,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-23 00:00:00,2.76,15650,France
538727,21097,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-08 00:00:00,2.76,16018,Spain
538728,21073,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-01 00:00:00,3.14,16360,United Kingdom
538729,21046,RETROSPOT TEA SET CERAMIC 11 PC,7,2010-12-30 00:00:00,4.72,14009,United Kingdom
538729,21026,ASSORTED COLOUR BIRD ORNAMENT,5,2010-12-01 00:00:00,2.76,12543,United Kingdom
538730,21072,ASSORTED COLOUR BIRD ORNAMENT,7,2011-01-08 00:00:00,2.76,17279,Italy
538731,21068,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-11 00:00:00,1.34,14344,France
538732,21082,SET OF 3 MONOCHROME HEART MUGS,3,2011-02-24 00:00:00,3.16,14407,France
538732,21010,BLUE KALMIA CERAMIC MUG,3,2010-12-14 00:00:00,3.58,15892,Spain
538733,21048,ASSORTED COLOUR BIRD ORNAMENT,3,2011-01-07 00:00:00,2.76,16992,Portugal
538734,21060,CHILLI LIGHTS,1,2010-12-02 00:00:00,0.8,13791,Belgium
538734,21033,HANGING METAL LANTERN,4,2010-12-14 00:00:00,12.57,12410,United Kingdom
538735,21065,RETROSPOT TEA SET CERAMIC 11 PC,8,2011-01-14 00:00:00,4.72,13830,Netherlands
538736,21020,HOME BUILDING BLOCK WORD,1,2010-12-06 00:00:00,9.22,17534,United Kingdom
538737,21093,CHILLI LIGHTS,5,2011-01-31 00:00:00,0.8,17976,Sweden
538737,21082,STRAWBERRY CERAMIC TRINKET POT,3,2010-12-16 00:00:00,1.34,15607,United Kingdom
538737,21087,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-19 00:00:00,3.14,13715,United Kingdom
538738,21063,JUMBO BAG RED RETROSPOT,1,2010-12-17 00:00:00,11.11,13216,United Kingdom
538739,21081,LUNCH BAG RED RETROSPOT,8,2010-12-27 00:00:00,2.76,18238,United Kingdom
538739,21094,STRAWBERRY CERAMIC TRINKET POT,4,2010-12-16 00:00:00,1.34,16461,United Kingdom
538740,21039,STRAWBERRY CERAMIC TRINKET POT,4,2010-12-28 00:00:00,1.34,17946,Germany
538741,21011,CHILLI LIGHTS,3,2010-12-09 00:00:00,0.8,18223,United Kingdom
538742,21049,PARTY BUNTING,1,2011-01-27 00:00:00,9.18,17279,United Kingdom
538743,21076,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-22 00:00:00,2.76,17595,Portugal
538743,21052,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-06 00:00:00,5.93,17796,United Kingdom
538744,21010,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-03 00:00:00,1.34,14857,United Kingdom
538745,21034,LOVE BUILDING BLOCK WORD,2,2011-01-02 00:00:00,10.77,16839,United Kingdom
538746,21088,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-01 00:00:00,5.93,16811,United Kingdom
538747,21035,JUMBO BAG PINK POLKADOT,7,2010-12-24 00:00:00,8.11,15170,United Kingdom
538748,21050,RETROSPOT TEA SET CERAMIC 11 PC,9,2010-12-12 00:00:00,4.72,14416,United Kingdom
538748,21034,JUMBO BAG RED RETROSPOT,1,2010-12-20 00:00:00,11.11,17144,Netherlands
538748,21079,CHILLI LIGHTS,1,2011-01-31 00:00:00,0.8,15803,Belgium
538749,21027,HEART OF WICKER SMALL,2,2011-01-13 00:00:00,13.06,15493,United Kingdom
538750,21040,HEART OF WICKER SMALL,1,2010-12-10 00:00:00,13.06,17885,France
538751,21044,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-04 00:00:00,4.72,16269,United Kingdom
538752,21096,FAIRY CAKE FLANNEL ASSORTED COLOUR,5,2010-12-06 00:00:00,4.91,16094,United Kingdom
538753,21095,LOVE BUILDING BLOCK WORD,1,2011-02-06 00:00:00,10.77,15047,United Kingdom
538754,21005,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-01-04 00:00:00,4.91,17946,France
538754,21005,HOME BUILDING BLOCK WORD,1,2011-01-03 00:00:00,9.22,16860,United Kingdom
538754,21098,RETROSPOT TEA SET CERAMIC 11 PC,2,2011-02-14 00:00:00,4.72,17571,United Kingdom
538755,21025,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-09 00:00:00,5.93,17946,Germany
538755,21092,JUMBO BAG PINK POLKADOT,1,2010-12-27 00:00:00,8.11,15090,Netherlands
538756,21093,LOVE BUILDING BLOCK WORD,2,2010-12-10 00:00:00,10.77,14332,United Kingdom
538757,21037,JUMBO BAG PINK POLKADOT,1,2010-12-23 00:00:00,8.11,13209,United Kingdom
538758,21060,JUMBO BAG PINK POLKADOT,1,2010-12-06 00:00:00,8.11,16200,France
538759,21081,RETROSPOT TEA SET CERAMIC 11 PC,5,2010-12-29 00:00:00,4.72,12362,United Kingdom
538759,21020,CHILLI LIGHTS,3,2011-01-18 00:00:00,0.8,13621,Belgium
538760,21040,JUMBO BAG RED RETROSPOT,1,2010-12-24 00:00:00,11.11,14601,United Kingdom
538761,21032,PARTY BUNTING,6,2011-01-06 00:00:00,9.18,16436,Italy
538762,21026,SET OF 3 MONOCHROME HEART MUGS,6,2010-12-03 00:00:00,3.16,17098,Netherlands
538763,21058,HEART SHAPED DOUGHNUT,2,2011-01-12 00:00:00,14.56,17480,Switzerland
538763,21051,HEART SHAPED DOUGHNUT,2,2010-12-03 00:00:00,14.56,15700,United Kingdom
538764,21012,HOME BUILDING BLOCK WORD,1,2011-04-07 00:00:00,9.22,18238,United Kingdom
538765,21095,JUMBO BAG PINK POLKADOT,3,2010-12-27 00:00:00,8.11,15618,France
538766,21016,LUNCH BAG RED RETROSPOT,2,2010-12-24 00:00:00,2.76,14024,Spain
538767,21044,STRAWBERRY CERAMIC TRINKET POT,4,2010-12-26 00:00:00,1.34,12926,United Kingdom
538767,21002,REGENCY CAKESTAND 3 TIER,2,2010-12-25 00:00:00,14.29,12883,Portugal
538767,21037,HEART OF WICKER SMALL,1,2010-12-17 00:00:00,13.06,12905,United Kingdom
538768,21067,CHOCOLATE HOT WATER BOTTLE,1,2010-12-01 00:00:00,6.76,14837,France
538769,21088,HEART OF WICKER SMALL,4,2010-12-31 00:00:00,13.06,15296,United Kingdom
538770,21029,JUMBO BAG PINK POLKADOT,4,2010-12-04 00:00:00,8.11,14024,Belgium
538771,21096,STRAWBERRY CERAMIC TRINKET POT,9,2010-12-04 00:00:00,1.34,13875,France
538772,21056,LUNCH BAG RED RETROSPOT,1,2010-12-28 00:00:00,2.76,15902,United Kingdom
538773,21008,LUNCH BAG RED RETROSPOT,1,2010-12-08 00:00:00,2.76,12380,United Kingdom
538774,21058,JUMBO BAG PINK POLKADOT,2,2010-12-14 00:00:00,8.11,16042,United Kingdom
538775,21082,PINK VINTAGE PAISLEY PICNIC BAG,8,2010-12-21 00:00:00,3.14,13428,United Kingdom
538775,21040,HEART OF WICKER SMALL,2,2011-01-12 00:00:00,13.06,13302,United Kingdom
